BRIDGE | TRACE | 10:11:52 | 3.81 | Creating Bridge Instance
BRIDGE | DEBUG | 10:13:08 | 55.62 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:13:08 | 56.06 | handleStringMessage, message guid: 8487f5b3-98e6-4ba4-83be-75c161a2fc01
BRIDGE | DEBUG | 10:13:08 | 56.06 | Found Object to modify over transmission, object guid: ee653c49-882e-4a5e-a835-f64f786a0c81
BRIDGE | TRACE | 10:13:08 | 56.06 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:13:08 | 56.06 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 10:13:08 | 56.06 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:13:08 | 56.06 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:13:08 | 56.06 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 10:13:08 | 56.06 | Mesh bounding box: Center: (0.471, -0.533, 0.588), Extents: (0.124, 0.000, 0.082)
BRIDGE | TRACE | 10:13:09 | 56.58 | handleStringMessage, message guid: cd455f2c-97fd-4ca5-b192-349fd8799f88
BRIDGE | DEBUG | 10:13:09 | 56.58 | Found Object to modify over transmission, object guid: 4c2c1d0a-de36-454c-86d6-ada34224acf0
BRIDGE | TRACE | 10:13:09 | 56.58 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 10:13:09 | 56.58 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 10:13:09 | 56.58 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:13:09 | 56.58 | Position: (0.705, -0.255, 0.331), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:13:09 | 56.58 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:13:09 | 57.08 | handleStringMessage, message guid: af74c207-ab3a-4143-987d-6ff760bbd2f7
BRIDGE | DEBUG | 10:13:09 | 57.08 | Found Object to modify over transmission, object guid: 38744d5c-2e35-4310-983a-0abf4de5e36f
BRIDGE | TRACE | 10:13:09 | 57.08 | initializeObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:13:09 | 57.08 | Setting object brbNextClipLabel parent to brbNextClip
BRIDGE | TRACE | 10:13:09 | 57.08 | modifyObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:13:09 | 57.08 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:13:09 | 57.08 | Modifying Text: Next
BRIDGE | DEBUG | 10:13:09 | 57.08 | Mesh bounding box: Center: (0.476, -0.533, 0.560), Extents: (0.064, 0.000, 0.035)
BRIDGE | TRACE | 10:13:10 | 57.53 | handleStringMessage, message guid: a152bca0-3946-4792-a72f-ab86bd15eb69
BRIDGE | DEBUG | 10:13:10 | 57.53 | Found Object to modify over transmission, object guid: 0fb0182b-22c1-428e-954c-f84fda489ed4
BRIDGE | TRACE | 10:13:10 | 57.53 | initializeObject() : brbPreviousClip
BRIDGE | DEBUG | 10:13:10 | 57.53 | Setting object brbPreviousClip parent to taskLabel
BRIDGE | TRACE | 10:13:10 | 57.53 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:13:10 | 57.53 | Position: (-0.226, -0.255, 0.111), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:13:10 | 57.53 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:13:10 | 58.26 | handleStringMessage, message guid: dd112c54-0430-4a50-b66e-5b2a0c7279e3
BRIDGE | DEBUG | 10:13:10 | 58.26 | Found Object to modify over transmission, object guid: 6ec489a2-0c94-442c-be45-6d11bbdf1f34
BRIDGE | TRACE | 10:13:10 | 58.26 | initializeObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:13:10 | 58.26 | Setting object brbPreviousClipLabel parent to brbPreviousClip
BRIDGE | TRACE | 10:13:10 | 58.26 | modifyObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:13:10 | 58.26 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:13:10 | 58.26 | Modifying Text: Previous
BRIDGE | DEBUG | 10:13:10 | 58.26 | Mesh bounding box: Center: (0.477, -0.533, 0.559), Extents: (0.116, 0.000, 0.048)
BRIDGE | TRACE | 10:13:10 | 58.43 | handleStringMessage, message guid: e0417244-da1f-44ef-93bc-beb07f2bcc36
BRIDGE | DEBUG | 10:13:10 | 58.43 | Found Object to modify over transmission, object guid: b57420d6-8d7e-4786-8e81-6ebd8a8c6ab7
BRIDGE | TRACE | 10:13:10 | 58.43 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:13:10 | 58.43 | Position: (0.000, 0.000, 0.000), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:13:10 | 58.43 | Modifying Text: 1 inch= 1000 miles
BRIDGE | DEBUG | 10:13:10 | 58.43 | Mesh bounding box: Center: (0.001, 0.000, 0.000), Extents: (0.243, 0.023, 0.057)
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:13:17 | 65.02 | Earth Targetted
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:13:18 | 66.03 | Earth Start Drag
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:13:19 | 66.61 | End Drag, Pos: Earth:(0.144, -0.499, 1.960), Eul: (0.000, 142.426, 0.000)
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:13:19 | 66.61 | Earth UnTargetted
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:14:01 | 108.88 | Earth Targetted
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:14:01 | 108.9 | Earth UnTargetted
LABMANAGER | TRACE | 10:14:03 | 111.46 | ModuleComplete()
LABMANAGER | STATE_START | 10:14:04 | 112.46 | Module 1
LIGHTINGCONTROL | TRACE | 10:14:04 | 112.46 | saveLights()
LIGHTINGCONTROL | TRACE | 10:14:05 | 112.46 | sunlight()
BRIDGE | TRACE | 10:14:13 | 121.36 | handleStringMessage, message guid: a8069856-1c2c-457c-925f-4bed4b1d53c9
BRIDGE | DEBUG | 10:14:13 | 121.36 | Found Object to modify over transmission, object guid: b57420d6-8d7e-4786-8e81-6ebd8a8c6ab7
BRIDGE | TRACE | 10:14:13 | 121.36 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:14:13 | 121.36 | Position: (0.143, 0.003, 2.972), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 1.691, 0.000)
BRIDGE | DEBUG | 10:14:13 | 121.36 | Modifying Text: 1 inch= 1000 miles
BRIDGE | DEBUG | 10:14:13 | 121.36 | Mesh bounding box: Center: (0.144, 0.004, 2.972), Extents: (0.250, 0.023, 0.007)
BRIDGE | TRACE | 10:14:14 | 121.77 | handleStringMessage, message guid: e9ba3ce4-39f2-4544-b78b-38fa952f7f0a
BRIDGE | DEBUG | 10:14:14 | 121.77 | Found Object to modify over transmission, object guid: ee63724d-4489-4a19-89fe-a10bbec528c8
BRIDGE | TRACE | 10:14:14 | 121.77 | modifyObject() : earthSizeLabel
BRIDGE | DEBUG | 10:14:14 | 121.77 | Position: (0.113, -0.757, 1.972), scale: (0.008, 0.008, 0.008), EulerAngles: (0.000, 80.818, 0.000)
BRIDGE | DEBUG | 10:14:14 | 121.77 | Mesh bounding box: Center: (0.113, -0.757, 1.972), Extents: (0.000, 0.000, 0.002)
BRIDGE | TRACE | 10:14:14 | 122.18 | handleStringMessage, message guid: 41b43b74-5592-45a5-aaa0-e519e19521c3
BRIDGE | DEBUG | 10:14:14 | 122.18 | Found Object to modify over transmission, object guid: 0fb0182b-22c1-428e-954c-f84fda489ed4
BRIDGE | TRACE | 10:14:14 | 122.18 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:14:14 | 122.18 | Position: (-0.457, 0.003, 2.990), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
BRIDGE | TRACE | 10:14:15 | 122.54 | handleStringMessage, message guid: 98f3325d-f1c6-4a0d-a281-02c80a18ae5e
BRIDGE | DEBUG | 10:14:15 | 122.54 | Found Object to modify over transmission, object guid: 4c2c1d0a-de36-454c-86d6-ada34224acf0
BRIDGE | TRACE | 10:14:15 | 122.54 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:14:15 | 122.54 | Position: (0.742, 0.003, 2.954), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
AUDIOHANDLER | TRACE | 10:14:15 | 123.15 | Attempting to play local Audio: moonlab_1_2_0
AUDIOHANDLER | TRACE | 10:14:15 | 123.15 | Attempting to play local Audio: moonlab_1_2_0
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:14:58 | 165.83 | Earth Targetted
MAGICLEAPTOOLS.POINTERRECEIVER | EVENT | 10:14:58 | 165.87 | Earth UnTargetted
BRIDGE | TRACE | 10:15:05 | 173.25 | handleStringMessage, message guid: f6290763-b4b8-4ae5-a640-74394fb57a68
BRIDGE | DEBUG | 10:15:05 | 173.25 | Found Object to modify over transmission, object guid: b57420d6-8d7e-4786-8e81-6ebd8a8c6ab7
BRIDGE | TRACE | 10:15:05 | 173.25 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:15:05 | 173.25 | Position: (0.143, 0.003, 2.972), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 1.691, 0.000)
BRIDGE | DEBUG | 10:15:05 | 173.25 | Modifying Text: Moon is 1/4 the Diameter of Earth
BRIDGE | DEBUG | 10:15:05 | 173.25 | Mesh bounding box: Center: (0.143, 0.004, 2.972), Extents: (0.448, 0.023, 0.013)
BRIDGE | TRACE | 10:15:06 | 173.67 | handleStringMessage, message guid: 3ce9ab77-e4f5-4a2c-be3b-3b49cffd6843
BRIDGE | DEBUG | 10:15:06 | 173.67 | Found Object to modify over transmission, object guid: 11498a20-e8cd-4185-b41c-c2e6f1ac49e9
BRIDGE | TRACE | 10:15:06 | 173.67 | modifyObject() : moonSizeLabel
BRIDGE | DEBUG | 10:15:06 | 173.67 | Position: (2.377, -0.677, 2.769), scale: (0.002, 0.002, 0.002), EulerAngles: (0.000, 70.596, 0.000)
BRIDGE | DEBUG | 10:15:06 | 173.67 | Mesh bounding box: Center: (2.377, -0.677, 2.769), Extents: (0.000, 0.000, 0.000)
BRIDGE | TRACE | 10:15:06 | 174.08 | handleStringMessage, message guid: f81bc24f-ff9b-418a-b2a2-49e4b282fc9b
BRIDGE | DEBUG | 10:15:06 | 174.08 | Found Object to modify over transmission, object guid: 0fb0182b-22c1-428e-954c-f84fda489ed4
BRIDGE | TRACE | 10:15:06 | 174.08 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:15:06 | 174.08 | Position: (-0.457, 0.003, 2.990), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
BRIDGE | TRACE | 10:15:06 | 174.45 | handleStringMessage, message guid: b7ac0d1b-7382-49e7-84f2-ab6cb07b53f6
BRIDGE | DEBUG | 10:15:06 | 174.45 | Found Object to modify over transmission, object guid: 4c2c1d0a-de36-454c-86d6-ada34224acf0
BRIDGE | TRACE | 10:15:06 | 174.45 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:15:06 | 174.45 | Position: (0.742, 0.003, 2.954), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
BRIDGE | TRACE | 10:15:07 | 174.8 | handleStringMessage, message guid: 256aed93-ee3b-45e4-8f4a-110a113b8f8f
BRIDGE | DEBUG | 10:15:07 | 174.8 | Found Object to modify over transmission, object guid: 05095a38-fe05-45e1-9605-05613c5be5b4
BRIDGE | TRACE | 10:15:07 | 174.8 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 10:15:07 | 174.8 | Position: (0.199, -0.211, 0.184), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 181.691, 0.000)
AUDIOHANDLER | TRACE | 10:15:07 | 175.04 | Attempting to play local Audio: moonlab_1_3_0
AUDIOHANDLER | TRACE | 10:15:07 | 175.04 | Attempting to play local Audio: moonlab_1_3_0
BRIDGE | TRACE | 10:15:27 | 195.15 | handleStringMessage, message guid: 998552f7-0b20-4efb-bb8e-36c6cad98585
BRIDGE | DEBUG | 10:15:27 | 195.15 | Found Object to modify over transmission, object guid: 4abd3c75-d100-425f-aba3-ef52cc4db080
BRIDGE | TRACE | 10:15:27 | 195.15 | initializeObject() : Sun
BRIDGE | DEBUG | 10:15:27 | 195.15 | Setting object Sun parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:15:27 | 195.15 | modifyObject() : Sun
BRIDGE | DEBUG | 10:15:27 | 195.15 | Position: (-37.454, -0.533, -8.500), scale: (5.000, 5.000, 5.000), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:15:27 | 195.15 | Mesh bounding box: Center: (-37.454, -0.533, -8.500), Extents: (3.007, 2.500, 3.007)
BRIDGE | TRACE | 10:15:27 | 195.33 | handleStringMessage, message guid: 2e8bd36b-e9ad-499f-9ead-821adc823319
BRIDGE | DEBUG | 10:15:27 | 195.33 | Found Object to modify over transmission, object guid: d8c78a03-248a-4c9f-9328-cc8a17ef18fb
BRIDGE | TRACE | 10:15:27 | 195.33 | initializeObject() : Earth
BRIDGE | DEBUG | 10:15:27 | 195.33 | Setting object Earth parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:15:27 | 195.33 | modifyObject() : Earth
BRIDGE | DEBUG | 10:15:27 | 195.33 | Position: (0.158, -0.533, 1.923), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:15:27 | 195.33 | Mesh bounding box: Center: (0.158, -0.533, 1.923), Extents: (0.301, 0.250, 0.301)
BRIDGE | TRACE | 10:15:28 | 195.52 | handleStringMessage, message guid: cfcf2dc0-af22-44d9-be8e-dc3b7709b334
BRIDGE | DEBUG | 10:15:28 | 195.52 | Found Object to modify over transmission, object guid: 43391503-124b-448f-a6d7-f3f195c236bb
BRIDGE | TRACE | 10:15:28 | 195.52 | initializeObject() : Moon
BRIDGE | DEBUG | 10:15:28 | 195.52 | Setting object Moon parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:15:28 | 195.52 | modifyObject() : Moon
BRIDGE | DEBUG | 10:15:28 | 195.52 | Position: (2.104, -0.533, 2.383), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:15:28 | 195.52 | Mesh bounding box: Center: (2.104, -0.533, 2.383), Extents: (0.150, 0.125, 0.150)
BRIDGE | TRACE | 10:15:28 | 195.68 | handleStringMessage, message guid: 81d60248-1fdc-4197-88ef-0bf699140eb1
BRIDGE | DEBUG | 10:15:28 | 195.68 | Found Object to modify over transmission, object guid: 9ae3ca49-593c-484b-b068-db45e7fee5a8
BRIDGE | TRACE | 10:15:28 | 195.68 | initializeObject() : Robot
BRIDGE | DEBUG | 10:15:28 | 195.68 | Setting object Robot parent to Moon
BRIDGE | TRACE | 10:15:28 | 195.68 | modifyObject() : Robot
BRIDGE | DEBUG | 10:15:28 | 195.68 | Position: (0.015, -0.533, 0.349), scale: (0.375, 0.375, 0.375), EulerAngles: (270.000, 76.759, 0.000)
BRIDGE | TRACE | 10:15:28 | 195.84 | handleStringMessage, message guid: 5a5bd5da-ec68-4303-9caf-72ad151a04a7
BRIDGE | DEBUG | 10:15:28 | 195.84 | Found Object to modify over transmission, object guid: c5ecef8c-dcdf-4c87-9612-bda86fbc1c01
BRIDGE | TRACE | 10:15:28 | 195.84 | initializeObject() : moonLabelTop
BRIDGE | DEBUG | 10:15:28 | 195.84 | Setting object moonLabelTop parent to Moon
BRIDGE | TRACE | 10:15:28 | 195.84 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 10:15:28 | 195.84 | Position: (0.502, 0.467, 0.463), scale: (2.000, 2.000, 2.000), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:15:28 | 195.84 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 10:15:28 | 195.84 | Mesh bounding box: Center: (0.503, 0.469, 0.457), Extents: (0.132, 0.191, 0.559)
BRIDGE | TRACE | 10:15:28 | 196.01 | handleStringMessage, message guid: bee45d6a-1664-4993-bb30-1d18b56a060c
BRIDGE | DEBUG | 10:15:28 | 196.01 | Found Object to modify over transmission, object guid: 1d7aa3f1-c3fb-4c8d-92cc-585eba90084f
BRIDGE | TRACE | 10:15:28 | 196.01 | initializeObject() : moonLabelBottom
BRIDGE | DEBUG | 10:15:28 | 196.01 | Setting object moonLabelBottom parent to Moon
BRIDGE | TRACE | 10:15:28 | 196.01 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 10:15:28 | 196.01 | Position: (0.502, -1.283, 0.463), scale: (1.500, 1.500, 1.500), EulerAngles: (0.000, 76.737, 0.000)
BRIDGE | DEBUG | 10:15:28 | 196.01 | Modifying Text: Full Moon
BRIDGE | DEBUG | 10:15:28 | 196.01 | Mesh bounding box: Center: (0.502, -1.282, 0.461), Extents: (0.074, 0.057, 0.313)
BRIDGE | TRACE | 10:15:28 | 196.17 | handleStringMessage, message guid: 79173b47-b38d-459c-90cd-362e8da57972
BRIDGE | DEBUG | 10:15:28 | 196.17 | Found Object to modify over transmission, object guid: 0b70b97d-af00-42cb-a6ef-61c8f2ea5c50
BRIDGE | TRACE | 10:15:28 | 196.17 | initializeObject() : taskLabel
BRIDGE | DEBUG | 10:15:28 | 196.17 | Setting object taskLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:15:28 | 196.17 | modifyObject() : taskLabel
BRIDGE | DEBUG | 10:15:28 | 196.17 | Position: (-0.073, 0.067, 2.896), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:15:28 | 196.17 | Modifying Text: Introduction
BRIDGE | DEBUG | 10:15:28 | 196.17 | Mesh bounding box: Center: (-0.072, 0.068, 2.896), Extents: (0.150, 0.023, 0.035)
BRIDGE | TRACE | 10:15:28 | 196.34 | handleStringMessage, message guid: ce25fc64-bb29-4cf1-a929-1dc4039881b2
BRIDGE | DEBUG | 10:15:28 | 196.34 | Found Object to modify over transmission, object guid: 7bb7bc04-84a5-4878-8e32-a402b27fd52e
BRIDGE | TRACE | 10:15:28 | 196.34 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 10:15:28 | 196.34 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 10:15:28 | 196.34 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 10:15:28 | 196.34 | Position: (-0.073, 0.217, 2.896), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 346.744, 0.000)
BRIDGE | DEBUG | 10:15:28 | 196.34 | Modifying Text: Synchronous Rotation
BRIDGE | DEBUG | 10:15:28 | 196.34 | Mesh bounding box: Center: (-0.073, 0.212, 2.896), Extents: (0.285, 0.029, 0.067)
BRIDGE | TRACE | 10:15:28 | 196.51 | handleStringMessage, message guid: 1b008f28-c167-4816-9b0e-7e1fca102123
BRIDGE | DEBUG | 10:15:29 | 196.51 | Found Object to modify over transmission, object guid: f080ad83-38e8-4403-a2e9-29c7523f2cef
BRIDGE | TRACE | 10:15:29 | 196.51 | initializeObject() : brbNextModule
BRIDGE | DEBUG | 10:15:29 | 196.51 | Setting object brbNextModule parent to sectionLabel
BRIDGE | TRACE | 10:15:29 | 196.51 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 10:15:29 | 196.51 | Position: (1.475, -0.533, 0.693), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 196.51 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:15:29 | 196.68 | handleStringMessage, message guid: f4277758-e7a3-40ab-b446-b68a0630b074
BRIDGE | DEBUG | 10:15:29 | 196.68 | Found Object to modify over transmission, object guid: 211a540a-d3a3-4223-8a1d-83b725468c9f
BRIDGE | TRACE | 10:15:29 | 196.68 | initializeObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:15:29 | 196.68 | Setting object brbNextModuleLabel parent to brbNextModule
BRIDGE | TRACE | 10:15:29 | 196.68 | modifyObject() : brbNextModuleLabel
BRIDGE | DEBUG | 10:15:29 | 196.68 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 196.68 | Modifying Text: Next  Module
BRIDGE | DEBUG | 10:15:29 | 196.68 | Mesh bounding box: Center: (0.463, -0.533, 0.587), Extents: (0.106, 0.000, 0.077)
BRIDGE | TRACE | 10:15:29 | 196.84 | handleStringMessage, message guid: ff36ce8e-5088-4955-a24a-7020c87790ed
BRIDGE | DEBUG | 10:15:29 | 196.84 | Found Object to modify over transmission, object guid: 0cb43642-b11f-4275-9ca4-97ef3e0677d0
BRIDGE | TRACE | 10:15:29 | 196.84 | initializeObject() : brbPreviousModule
BRIDGE | DEBUG | 10:15:29 | 196.84 | Setting object brbPreviousModule parent to sectionLabel
BRIDGE | TRACE | 10:15:29 | 196.84 | modifyObject() : brbPreviousModule
BRIDGE | DEBUG | 10:15:29 | 196.84 | Position: (-0.471, -0.533, 0.233), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 196.84 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:15:29 | 197.02 | handleStringMessage, message guid: 4fbe17f1-6788-44a9-a044-1ed6ce8e1b49
BRIDGE | DEBUG | 10:15:29 | 197.02 | Found Object to modify over transmission, object guid: c0813df2-fa7a-495a-a06b-cff2555f5f26
BRIDGE | TRACE | 10:15:29 | 197.02 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:15:29 | 197.02 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 10:15:29 | 197.02 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 10:15:29 | 197.02 | Position: (0.472, -0.533, 0.589), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 197.02 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 10:15:29 | 197.02 | Mesh bounding box: Center: (0.471, -0.533, 0.588), Extents: (0.124, 0.000, 0.082)
BRIDGE | TRACE | 10:15:29 | 197.2 | handleStringMessage, message guid: 75810609-0030-4041-8f37-c02b0731288b
BRIDGE | DEBUG | 10:15:29 | 197.2 | Found Object to modify over transmission, object guid: 29e4a51d-9349-4de1-9b93-bc8b8ca2f123
BRIDGE | TRACE | 10:15:29 | 197.2 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 10:15:29 | 197.2 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 10:15:29 | 197.2 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 10:15:29 | 197.2 | Position: (0.988, -0.533, 0.578), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 197.2 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:15:29 | 197.38 | handleStringMessage, message guid: a49ce076-c39c-49bc-8c1a-68d9c02fd30d
BRIDGE | DEBUG | 10:15:29 | 197.38 | Found Object to modify over transmission, object guid: cf5acb36-d6a9-4c5c-af2c-4904905cb465
BRIDGE | TRACE | 10:15:29 | 197.38 | initializeObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:15:29 | 197.38 | Setting object brbNextClipLabel parent to brbNextClip
BRIDGE | TRACE | 10:15:29 | 197.38 | modifyObject() : brbNextClipLabel
BRIDGE | DEBUG | 10:15:29 | 197.38 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:29 | 197.38 | Modifying Text: Next
BRIDGE | DEBUG | 10:15:29 | 197.38 | Mesh bounding box: Center: (0.476, -0.533, 0.560), Extents: (0.064, 0.000, 0.035)
BRIDGE | TRACE | 10:15:30 | 197.55 | handleStringMessage, message guid: 6fa497ac-a23c-43b9-8fa0-f15ce377a61e
BRIDGE | DEBUG | 10:15:30 | 197.55 | Found Object to modify over transmission, object guid: ca3623c1-530e-4b3c-be5c-d205442dd4f6
BRIDGE | TRACE | 10:15:30 | 197.55 | initializeObject() : brbPreviousClip
BRIDGE | DEBUG | 10:15:30 | 197.55 | Setting object brbPreviousClip parent to taskLabel
BRIDGE | TRACE | 10:15:30 | 197.55 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 10:15:30 | 197.55 | Position: (0.015, -0.533, 0.349), scale: (1.000, 1.000, 1.000), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:30 | 197.55 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | TRACE | 10:15:30 | 197.72 | handleStringMessage, message guid: 6c7a80d0-ac5d-4609-8fe6-42e3e8eeacd4
BRIDGE | DEBUG | 10:15:30 | 197.72 | Found Object to modify over transmission, object guid: 5affc3f9-71bb-40bb-b5a7-79fb3b251b5e
BRIDGE | TRACE | 10:15:30 | 197.72 | initializeObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:15:30 | 197.72 | Setting object brbPreviousClipLabel parent to brbPreviousClip
BRIDGE | TRACE | 10:15:30 | 197.72 | modifyObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 10:15:30 | 197.72 | Position: (0.479, -0.533, 0.560), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 166.737, 0.000)
BRIDGE | DEBUG | 10:15:30 | 197.72 | Modifying Text: Previous
BRIDGE | DEBUG | 10:15:30 | 197.72 | Mesh bounding box: Center: (0.477, -0.533, 0.559), Extents: (0.116, 0.000, 0.048)
BRIDGE | TRACE | 10:15:46 | 213.61 | handleStringMessage, message guid: 1ae63037-7e66-4c70-881e-31547120d868
BRIDGE | DEBUG | 10:15:46 | 213.61 | Found Object to modify over transmission, object guid: 43391503-124b-448f-a6d7-f3f195c236bb
BRIDGE | TRACE | 10:15:46 | 213.61 | modifyObject() : Moon
BRIDGE | DEBUG | 10:15:46 | 213.61 | Position: (2.112, -0.597, 1.913), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 1.691, 0.000)
BRIDGE | DEBUG | 10:15:46 | 213.61 | Mesh bounding box: Center: (2.112, -0.597, 1.913), Extents: (0.129, 0.125, 0.129)
BRIDGE | TRACE | 10:15:46 | 214.03 | handleStringMessage, message guid: cb252527-4756-42d1-9c67-af2a3add5d62
BRIDGE | DEBUG | 10:15:46 | 214.03 | Found Object to modify over transmission, object guid: c5ecef8c-dcdf-4c87-9612-bda86fbc1c01
BRIDGE | TRACE | 10:15:46 | 214.03 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 10:15:46 | 214.03 | Position: (2.112, -0.347, 1.913), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 91.691, 0.000)
